,sentence1,sentence2,label
335,"occupies a special in, and is considered as the of all and of all . Typically these festive last from one to 11, concluding with a (immersing the in the of lake/pond/river/sea/ocean). These are splendidly carried out in amidst strict as participate . However; several Indian spread across the from to have celebrated with no less.",is important for.,0
336,",, warned that recent in, and other of may be temporary and could easily erode if long-term rise.",also worried in his about what will occur with the ending of the recent sustained of low and low for.,1
337,"In, held an exclusive with, one of the for the for the 2008 presidential . With the's national underway this, we spoke with him one last before he either becomes his's or loses . is a retired decorated in the who served in both the and the . He is also a former public and of at . He has a . in Political and from the of as well as two, one in Political and, the other in and . Both are from Western.",The includes among its.,0
338,"'s former, the spiritual of the, and, a of the Democratic, are also taking in the.",Shui-bian is the new of.,1
339,"evacuated two injured said ., a for the 42nd.",evacuated.,1
340,"and became first-time as they received lead, while and, once again, proved in the best.",", who plays a crime-solving in's ``"", won the best actress award.",1
341,"The voluntarily transferred their of electing the to, and gave his to these.",was elected by.,1
342,"\"" I guess you have to expect this in a growing ,""said, who lives across the from, charged in the of, who was 23 when she disappeared in 1991.",is accused of having killed.,0
343,"At the police-training in , 17 of the's practiced driving on this on . It will be the last for a . Another set to begin next has been postponed and a second scheduled for will also likely be put off to save .``We're going to just delay it for now until the clears up a little more ,""said.",is the of.,0
344,"The of an accused of gunning down a gay who was romantically attracted to him has been found dead, said . , 45, was found shortly before 8 in the of his by a, said ,'s chief medical . The was supposed to drive him to a in his's, said .'s 15-year-old, , is accused of and a in the 12 , 2008, shooting of ``"", 15 . The two had been sparring in the before the, allegedly because had expressed a romantic in.",is accused of killing a.,1
345,"The is an absolutely accurate for to get excited about! Written by two noted and illustrated in big, this kid-friendly uses easy-to-understand to describe at least 100 alphabetically.",is the of the.,1
346,His had been focused on near-shore of commercially harvested in western.,is harvested.,0
347,"It also raised about the of financial in, where derivatives run up by former led to the 1995 of.",was arrested for of.,1
348,"withheld on rival to beef up or scale down in, and said angry in against his were a healthy of in the heavily.",said that in against his were a of in the heavily.,0
349,"Like and, believe there is only one.",are monotheistic.,0
350,of a missing and her said late that new from the has prompted them to call off a for the.,of a missing and her cancelled a for the.,0
351,He said that his was told that had been cited to.,is employed at.,1
352,"of, a conservative like, and, whose fellow saw in the of's a of a European that brought them and British's to last, paid to both in almost equal.",belongs to the.,0
353,"and his are cautious about their also because the do not make clear whether it was the that contributed to the's learning, or whether it was an underlying that may have required and precipitated the . Of the more than 5,000 studied , 593 needed at least one and just over 100 needed more than two before 3 . There may be unusual about this of that could have made them vulnerable to learning and required they undergo and.",causes learning.,1
354,"was first elected in 1990, and then re-elected in 1995 under a new.",was re-elected in 1995.,0
355,"of's most pristine have been declared a following a large from a storm-damaged . At least 60 of's southeastern were contaminated when at least 42 of spilled into the from on . The, which had sailed into cyclonic, lost 31 aboard, one of which pierced the's and a ., the, has declared, and southern of the.","has lost in the of, and southern of the.",0
356,"Bout - who is generally believed to be a for the portrayed by in the 2005 'Lord of' - has repeatedly denied any in illicit . At a earlier this, he angrily accused the of framing him and pressuring to extradite him . He has long been linked to some of the's most notorious, allegedly supplying to former Liberian and.",is the of.,1
357,"As the denoting this, it may sometimes remain unclear whether have any at all, and if so, to what exactly they are entitled.",leave in.,1
358,"\"" For the first in, the are investing their own to ensure the of the ,""pitcher said.",plays for the.,0
359,"The is a of the . it is the only that exists outside the . It is the shortest in . Although the was formed in 1995, the to 1969 when they were opened as of the.",The was built in 1995.,0
360,became the latest to be shown the in's of the.,was fired by.,0
361,Secretary-General and are greeted by upon their at in on 10.,visits the.,1
362,"later said that he abandoned documentary due to two: the of, which caused him to doubt whether could be told literally under an authoritarian, and an during the of (1981) in which some of his was nearly used as in a criminal . He decided that not only allowed more artistic, but could portray everyday more truthfully.",is a.,0
363,"was sworn into his second of in the Colombian of, , pledging to improve the and make with (of). was tight in to prevent a of the on his first in 2002 when fired at the presidential killing 20 . reported deactivating a outside of the on.",is the current of.,0
364,This became when the established a military and civilian there at the of the 1st.,"One of the first organized on the, though, was the of.",1
365,"make up some 3.2 million of's 82 million, and represent two of the.",3.2 million live in.,0
366,"Traditional in include wayang and, gamelan, and wayang.",", in which are key, and are popular in.",0
367,"is currently visiting on his third . The of his to the of previous, , is``in your"". The arrived at in on 25 . He met with and prayed in an evangelic-augsburg together with of seven minor Polish . The following he said at, mirroring a set by his 27 earlier . talked in and in small in . that he went to.",is the.,0
368,"A few place in the of to absorb excess and maintain sweet, if are grown more than a few.",are grown in or in other than.,1
369,"Political in eastern and the of in the have given the four, , and to big potential new.",happened in.,1
370,", of, recently was named of the at in.",works for.,1
371,"made on 4 2008 when he defeated Republican to become the first black of the . He had already broken new in his, as the first black to become the presidential of either major . To many, seemed to come from nowhere . Although he had served in the for eight, it was only in 2004 that he shot to national, with a that stirred the Democratic.",is the first black to become the of the.,0
372,"In, the celebrated at the of the, traditionally believed to mark the where was crucified, buried and then resurrected . Brown-robed marched into the to the of, followed by in purple and bearing . And in the earthquake-ravaged central Italian of, gathered in set up in that are some of the 55,000 driven from their by's 6.3-magnitude.",A 6.3-magnitude struck the of.,0
373,Leftist early attacked a residential in northern where many and military have their.,attacked.,1
374,"In 1942, the Japanese landed an of 20 thousand in (the of) and occupied the then Portuguese.",was a of before it was occupied by in 1975.,1
375,"The was made to pay' $27.5 billion, was originally sold for $9.4 billion to a little known which was later bought by the Russian state-owned.",$ 27.5 billion.,1
376,"The for the to stop arresting illegal, as described in a previous, has been rescinded by, of the new of and.",are being taken to stop the of.,1
377,The stupendous of the made possible the 1995 of the top - the last of six of predicted by the standard of.,The top is the last of six of predicted by the standard of.,0
378,"A second, aged 24, technically freed was bailed after being questioned over alleged forged, but has been further detained on, a for said.",A for was freed.,1
379,"purchased and developed several and including the on in, which opened in 2003, The which used to be a, and 'IS' on in ., of, and an from The and of the commented on the . said,``We've been thinking about it and trying to put it together for the last few, and it was made a of ago . ''",is the of.,0
380,choke on rising and falling.,The of is rising.,0
381,"The shines a on a of``social""that has gained in recent, propelled by high-profile like former, and.","is a of``social"".",0
382,"If the is that these were stolen, I'd be willing to bet that these three could refuse to answer any, by invoking the 5th, since they would incriminate themselves by saying.",were stolen.,1
383,"'s hot goalscoring of seven in his last four saw him win the to be crowned's of the for 2008 . , 23, is set for his 50th against at and is enjoying the best of his after a heart-to-heart with . boss ordered to work hard on his, stop shooting from long and start scoring to help transform him into a prolific.",is the of the.,0
384,in an apparent died after disconnected life-support.,A cocaine-imbibing had removed.,1
385,"The will be based on's female of the which was premiered in 1985 in, at the, with the' being and, played by and respectively.",is located in.,0
386,"The by, , to invite to a Franco-African in, in, has angered those across who want's to remain an international.",invited to attend a Franco-African in.,0
387,The proposed the of after the 24-year-old refused to condemn the bombing the carried out on 4 against.,The for this to ban was their to condemn an.,0
388,"A seven-member conquered the 8,586-meter ., the third highest of the, the mountaineering confirmed here on.",is 8586 high.,0
389,"It is also an that stands for, a militant that opposes the of the of and favors the of an in.",The is also known as the.,1
390,is the of in a other than with.,are grown in other than.,0
391,"and, of ., are to speak on the in, while the have tentative to have and address the on the first in.",The of's is.,0
392,"The, along with and, is one of the most widely used available without a's.",is one of the most widely used available without a's.,0
393,"He is like some great, from to to: the on the of the local to the.",is a.,1
394,"At least 19 have been killed in central in the of and after severe and a ripped through the in the of the . of those killed were in and three were in . The is expected to rise as resume ., , and have all been declared a of an as of, mobile and a were destroyed . and are scattered around the wrecked and of are scattered about . are reported to have been turned over or thrown around in the .``Our is search and ,""said . of, . are still looking through the to find of those who might have been killed.",". of, , has visited the of and.",1
395,' are accusing the of committing in by intentionally firing at.,withdraws,1
396,"Between and, scientific say, up to 300,000 are killed . In, seal-hunting, but say it is vicious and endangers the, also threatened by global.",Hunting seal.,0
397,"A who died during the was pushed back by a earlier, independent have said . , 47, who died of a, was blocked from passing through a as he attempted to walk from at a, the () said . He was caught on several walking up King where he was confronted by uniformed shortly before 7.30pm last.",was shot by a.,1
398,"is 2,236 (3,598) in, slightly larger than the's.",The terrestrial has a of 3746.,1
399,"The () comprises the of a 2,400MW hydroelectric, the of its, and the of related including.",A hydroelectric is proposed or is under.,0
400,"Forty-five of the examined were bipartisan, and 85 of the had Republican . 8221; are disappointed by the, particularly the of in the.",The is the least productive.,1
401,"Of Irish, he was born in, , on 29 , 1917 . Graduating from in 1940, he entered the . In 1943, when his was rammed and sunk by a Japanese, , despite grave, led the through perilous to . Back from the, he became a Democratic from the, advancing in 1953 to the . He married on 12 , 1953 . In 1955, while recuperating from a back, he wrote``in ,""which won the in.",was shot dead in 1963.,1
402,"de , 81, of the late de, died in on 14 , 2002 . She joined the French when the occupied.",de died in 1970.,1
403,"'s best of giant in the is about 1,100 living in up to 32 separate mostly in's, but also in and.","There are 1,100 in the wild, in.",0
404,Another French daily about.,is a French.,1
405,"'s revised, which did not offer more for as expected, was deemed disappointing by one major, and's fell more than 8.",accepted a $6.7 billion over's initial $8 billion.,1
406,"The was marred by of for allowing on and human to occur in the leading up to the . A French for ``""was stabbed and beaten by unidentified after he reported on local . A Belgian was harassed and forced to over of Tunisian, while local human were roughed up and prevented from organising a with international civil . A from the French Without, , was prevented from disembarking from his to Tunis to attend the.",A French was assaulted in.,0
407,", and . of;, , and mountaineering . First American of (. 23,422'). Immortalized in the ., ,, , and.",A succeeds in climbing.,1
408,"A in whose are being deported to the has decided to stay in with her . After the lost a three-year to remain in, , 13, had to choose whether to stay in or go with her . She said an emotional to them at's main . and used fake to enter in the early 1990s, and their was born and raised in the.",and are Japanese.,1
409,should start to co-operate fully with the by public of the alleged of secret from.,German began investigating for.,1
410,"From 1016 to 1030 the were pure, serving either or, and then of, by installing their in the of in 1030, gave them their first pied-à-terre and they began an organized of the.",was the of the.,0
411,"The prohibited any outside of by all of the Haitian military and and all major in the , 1991 ,.",The is prohibited to travel outside of by military.,1
412,votes as of the 25 punished their for from high to involvement in.,' protest against for.,1
413,"has alleged electoral him the, despite a confirming as's.",won the presidential of.,0
414,"That is at with the signed early, by, directing the federal to consider the de novo without taking into the's.",pushed the to federal.,0
415,"The, located in, near, is about 15 southwest of . Initial stated that a single in a was the of the . The of this has not yet been determined . confirmed that all made it out of the before the occurred, and that were on the of the . announced that no ere reported in the initial . However, approximately 32 were treated for breathing at nearby, due to the subsequent.",is found southwest of.,0
416,", 41, a former elementary, has confessed to killing 6-year-old in 1996 ., an American, was arrested in an located in, . called the killing an ``"", thereby implying that it was not, which requires .``I was with when she died . I loved . She died accidentally . I am so very sorry for what happened to . It's very important for me that knows that I love her very much, that her was unintentional, that it was an ,""told in a . When was asked by a if he was innocent, regarding's, he simply replied``no .""also said that it would take``several""to describe what happened to.",killed in 1996.,1
417,"The fatal of, a terminally ill, by his at has again focused on the of and dying in our.",was shot by a.,0
418,"Some say the between and could create a new of technological in, an gutted by the.","'s with is leaving local, and feeling left out of the.",1
419,", many from organized but including many ordinary, carried anti-American and chanted attacking Secretary-General for his close with.",confiscated anti-American and chanted attacking Secretary-General for his close with.,1
420,"The on the and the, stems from the's, shortly before the.","The had been attempting an, after both failed.",1
421,"A remastered of's``at's ,""starring, is scheduled for 2 at $40.","starred in``at's"".",0
422,"were still expected to unseal an 11-count against the's ,.",' have said that was not communicated to ferry.,1
423,is to the of.,is the of.,1
424,"have declared a of maximum in, which is located directly in the of the.",There is a of maximum in because of the.,0
425,",, declined to comment on a in's that the will discuss's in the at its 15.",The on 15.,0
426,"Meanwhile, in an exclusive with a, the first one-on-one given to a Western since his as of earlier this, attacked the ``""to bring the of's nuclear to the by the, , and.","was attacked by the, , and.",1
427,"The 38-year-old recently appeared in a against, a who was found guilty of stalking her . The added:``is so happy for after what she went through with that . is a who can take of her .``is hoping this, it's really love . wants the best for her . And is a really sweet .""was previously married to actor, while has two with Australian.",is engaged to.,1
428,", once of the's largest political, was arrested on in the Amazonian of, after in the neighbouring of issued a against him.",is the of.,1
429,"If reduced current by one-third to one-fourth, it might save $6 - $9 billion per.",has.,0
430,"A mercenary, to the of former, attacked an belonging to the interior at 0900 on 26 in, wounded and killed an interior and wounded five.",A mercenary was injured in.,1
431,"in de arrested five and recovered of worth of stolen earlier this, including by and . recovered all the stolen except two Chinese ceramic from the 7th and a of.","of of were recovered, including by.",0
432,", 13, '90 () of and, who had been kidnapped, were found in, , near the with, the of one of the have reported.",on.,0
433,The British has indicated its to allow to take in the of in the' territorial provided they acknowledge that any extracted to.,The British indicated to allow to take in the of.,0
434,"\"" A is an of ,""said, who represents the and's local.",works for.,0
435,"was founded in 1996 by . In early 2005, the was bought by, a Florida-based, for around $10 million.",was sold in 2005.,0
436,The was the largest seaborne ever assembled headed for on 6th 1944.,The took in 1944.,1
437,"Two Belgian, of the peacekeeping in, were wounded after stepping on a during a mine-clearing in southern . One of the two stepped on a while clearing a near the of . Their were``serious but not life-threatening"", a said, however this was denied by the of the Belgian of, . One was wounded at the, the was wounded at the.",is affiliated with the Belgian of.,1
438,"It is unlikely either was operating its active at the of the, because the are designed to``hide""while on and the of active would immediately reveal the's . Both' are covered with anechoic to reduce by, so the' navigational passive would not have detected the of the other.",Two have collided.,0
439,at the of () have discovered the complete genetic of a isolated from a with.,reveal that has undergone genetic.,1
440,"The anti-terrorist found two guilty of murdering and his, who were found with their cut in 1991.",died in 1991.,0
441,It was like hitting the.,It was like removing the.,1
442,"The first to be stopped at an international because of unpaid happened () at the, . The, who wasn't named, was stopped because of the new called the of at' or more simply: or . He was forced to pay $3,750 in unpaid since 1986 .``The intercepted owed $3,750 of for an in 1986 and had made no since late 1987 ,""said, for the in.",A was stopped at an because of unpaid.,0
443,"Lastly, the uses the of marijuana in other as that does not solve any social, but instead creates them.",has.,1
444,"Seeking common amid sensitive on, and agreed, on new to keep nuclear away from as well as from sovereign like and.","and, on, agreed that, along with, must not become a nuclear.",0
445,"A of 599 were evacuated safely, at their; those who were interviewed expressed great at being out of.",The military evacuated.,1
446,"Since the, has been recognized as a highly effective of ingesting . The extensive capillary of the allows rapid, with a subsequent ``""that has often been described as second in only to intravenous.",is common among.,1
447,",, offered $1m to able to prove, under observed in a, that homeopathic can really cure.",offered a million to able to prove that cures.,0
448,"The and, to be held in southeast of Kunming from 9 to 13, will feature award-giving, , as well as.",The has been awarded at the.,1
449,"But, of the at, says the main ahead is higher.",The is located in.,0
450,"is another German, but its is assembled in and the new is from.",is a German.,0
451,"In more than 40 as a, right up to the last before his, established himself as one of's most recognizable . He cultivated a as a, irritable but hugely entertaining . He won widespread public, particularly for his since 1967 as a relentlessly inventive, assertive and witty on the 30-minute``Just a ,""in which vie to speak on for 60 without ``, or . ``.",was the of.,1
452,"on are carried out across, with of such from, , and.",are carried out on,0
453,"'s second as of the, which began on 20 , 2005, expired with the of the 44th of the, , at (), under the of the to the . performed his final this, welcoming and to the for before the, shortly before 10am, and then accompanied them there by to attend the . Last, had made his to the in a televised, saying that the turns a in . ``'s black was from, his white from``the enduring of our ,""said.",is the 44th of the.,0
454,'s [urban have denied they participated in an on president-elect's.,is accused of an on's.,0
455,"have never lost the to astonish and delight . But in in the not-so-distant, they will not be doing their and at a . The, the only left in the that keeps, said that it planned to shut down its after the of two of its three, or even one . The current of need not: The's three —, and are in their's and could live for more . But if one dies, the remaining two may not get along . And if two, say it would be inhumane to sustain an with a single.",The is the biggest in.,1
456,"A closed down at the for most of, the worst to for's largest.",The was closed down by.,0
457,"Both and are of the (), but they have a territorial that has led to's of the convened in the of on 7-9.","The of the are: ,, ,, ,.",1
458,of participated in on to for the of three Romanian kidnapped last in . swelled in after a of smaller sponsored by Romanian and the in.,sent 730 in.,1
459,"The, reported by in and an American in, on, was a in the's hands-off to.","is pressing's to end of political and to form a new as soon as possible, US say.",1
460,"The of the for the of the new, , announced that the will be ready to operate as an for archaeological in 2007 . In to this, the Greek re-issued regarding the of the' to from the . After visiting the, Greek reiterated that the new would be ready to receive by the of next.",is the of the for the of the new.,0
461,"claims that from the of nine and up are drinking late at .``You don't know what the's going to happen .""has apologised to the affected, inconvenienced . they are going to continue to monitor the, however and also have on-going with the local and``to make sure we're abreast of any in the .""The are referring to is, on the previous the was called out where they raided three following a, eight were arrested, and a large of were seized.",has nine.,1
462,"Between 143 and 152 have now been hospitalized in the of's near, , and subsequent phosporous . According to the Ukrainian's, , 43 of the injured are , 13 are and three are medical . are considered to be in mortal, yet some remain at.",A caused a.,1
463,"said, , that its first-quarter grew 32, as the's largest and athletic posted broad in and.","said for and for totaled $4.9 billion, including a 12 in.",1
464,In a sharply-worded internal (leaked to The) the has criticized its own to approve a controversial $40 million anti-poverty.,The is criticized for its.,0
465,"The are a based in ,.","The is based in ,.",0
466,announced that it has decided to lift financial and on from that were imposed during the 1982.,lifted on British.,0
467,"In, had had no first-hand with the of until appointed him of.",is the of the.,0
468,", a, announced that will appoint as of.",as.,1
469,", of, , was taken to an and is listed in critical . No other were struck during the . said at the also assisted, including a and two who carried out of the as arrived . said he had never used the before .``As a, you see more negative than positive out there ,""said .``It feels good when you can help and it feels good that all those had stopped to help before I got there . ''",is a of.,0
470,"\"" by""is an of lifelike created by this born.",was born in.,0
471,"- has a Brazilian in do, . He is , 83, and he came to in 1914, before was born in , 18 , 1920 . According to the told by local, the's last was too, like's . The changed it to Wojtyla when he left to avoid political . The of is, who was of's .'s discovered the when was elected . The himself recognized the and sent him a.",is a of.,0
472,"The has rejected an of up to 17,000 to stem the continuing within the . met with the on at the 7th being held in the Gambian . In a to from across the, , who was born in, labeled the as``one of the worst in recent"". But said he was concerned that a would be seen as a``western""that would attract and create a similar to.",The was in.,1
473,"& reported a nearly 10 percent in quarterly net on but beat on a hefty in wireless and improved by's . Net fell 9.7 in the first compared with the same last to 3.12 billion while fell 0.6 to 30.6 billion, the said in a . per of 53 were better than the 48 per expected by.",is a of &'s.,1
474,"In the last few of the, and his, , tried to escape to.",'s was.,0
475,"Also, in a with, is now offering current and past from two of the most popular on.",I-tunes does with.,0
476,"Winning, and were jointly awarded the in . The three were singled out for their unique to, derived from of such as or, in which have to think ahead and devise a based on expected from.",Three shared a for their about the.,0
477,"say, who has appeared in and, is in stable.",is in stable.,0
478,"'s, of the, buys for billion ($ 12 billion), making it the's fifth largest . 70-year-old, from one of's best-known, won the against , 52, a famous Brazilian who is the and main of (). paid 608 a, whereas the final in an by the's was 603 . The triples's to almost 28 million a .:``This is the first in showing that Indian can step outside its into an international as a global ."", which was created from the of British and, currently employs 47,300 worldwide . Last the was the ninth-largest . The may start a of in the fragmented.",was founded 70 ago.,1
479,"Budapest of two, and, which are situated on opposite of the and connected by a of.",is located on the west of the.,1
480,"published by the and the has shown the of's, , being hugged and kissed by openly gay () on 2005 . The of, , stated that at no has ever suggested is gay . said that he has``targeting for and has appealed for to send him of his private . [My] makes no homosexual and is merely an to background ahead of to follow . ''",is married to.,1
481,The it has received a and a from.,is an Arabic-language.,0
482,"and the's former chief financial, , were sentenced, on, to up to 25 in.","A also ordered and former, , to serve 25 in.",1
483,"The were sold under by, , and more than 120 other major, the and said.",The were commercialized by major.,0
484,"An has found that presidential, ,, , and Liberian, , have been in the of permanent or green.",is the of.,1
485,"One , 22 , 2006 and will meet next in to discuss the deteriorating in.",will host the between and.,0
486,"For, the direct and indirect economic of the in caused by Tropical and in and 2000, is estimated at $1 billion, as compared to the's of only $300 million in 1999.",A tropical has caused significant or of.,0
487,", elected of in 1938, was a loyal of's.",was elected of.,0
488,"marks the 80th of, whose has lasted over 54 . Her became the first to become the sovereign since, who died in 1901 after a 64-year . She was crowned on 2 , 1953, in . It was the first that was televised . She is of sixteen independent known as the, which includes the.",includes the.,1
489,was arrested following a from who claimed that he was receiving direct from.,The of an began with the of.,1
490,"30 , 2009—Researchers may have finally come with the, to sophisticated scanning . A carefully carved in the inner of the's famous (above ,) has emerged in new, a new says . The, currently on in's, was discovered in 1912 during an of the of Egyptian . The had sculpted of than 3,300 ago.",died in 1912.,1
491,"Out of the seven who were permitted to climb the 8586-meter high ., only one from the succeeded.",is 8586 high.,0
492,is medically accepted to be a in its own.,is medically treated.,1
493,"Just one before the, was the of the 0110, organised against, and gratuitous . The was spurred by a of of``pointless""during the last (the of, the and the surrounding . However, asked many to boycott the, because it``only"". The considered the as a direct by the political . Since 1989, the other have instituted a against, forcing them into the, notwithstanding their increasing electorial.",was assassinated by.,1
494,"said that young displaying of's have special, because they often have to raise, to keep and other to address that are different than those in.","The of's are: , (stiffness; increased),, also ``"", and postural.",1
495,The kicked off their latest on with a at's.,The have begun their latest with a in.,0
496,Euro-Scandinavian.,and.,0
497,"The, scheduled for a on, is able to reach a maximum of up to 430 per, or 119 per.",The accelerates to 430 per.,0
498,"More than a ago, stood on the of what was to become the greatest in . He had just broken two of the legendary', but never believed he would become a corporate, the of of of in . His was still nominally amateur . Eighteen and and 21 later, has become the richest in the of and--a.",won eighteen and set 21.,0
499,does not take any new on to in the.,Baltic join the.,1
500,", who died at 85, was a who was removed from, and imprisoned, in 1989 after denouncing the of against in.",was arrested in 1989.,0
501,"The of entered an on 24 , 2008 to purchase the, the largest of in the, in an to restore the . of the stated that the would be completed within 75, but that would be able to operate for another six . After that, the of will retain of's in, , and 187,000 of that have grown since the 1960s will be allowed to return to their natural.",is going to buy the.,0
502,"For, who designed the for the first while he was a Birkenstock-shod in 1982, the new of, named, is a to the's.",The was created by.,0
503,is the Under at the Offices at and of the.,is of the.,0
504,"The also stated a of for the Baltic to last until 31 , 1999 . This was a much shorter than that which was assigned to the Central European (their were declared to be 10). declined the, received a of four, and received a of six.",Baltic join the.,1
505,A two-day of to actress brought in 3.2 million.,A two-day of to actress brought in.,0
506,", who is a former, was found by to be guilty of supporting abroad . The, and were also found guilty on to, , and in a foreign; to provide material for; and providing material for.",did not support.,1
507,The unconfirmed in a rabies-like known only in.,A of was confirmed.,1
508,"\"" Our best is that the crustal is filling with molten . But we have no how long this goes on before there either is an or the of molten and the deflates again ,""added . in heats up underground which create of superheated, and is responsible for the and continuous of.",There is a in.,0
509,"The is planned to take in the of the, whose superior, , is's spiritual.",is the of.,1
510,"Earlier this was jailed for refusing to name the US-government who identified a of the (),.",is a of.,1
511,"'s, , has topped the at the of 71 with a supporting gay.",Yoko is's.,0
512,"or simply is a in, , located on the in the of the where the took on, on 6 , 1944.",The took in 1944.,0
513,"When comparing and, has to be the clear . In 1976, while still a at, won two at, breaking his own in both the 400- and 1,500-meter freestyle . He went on to win three in he 1979 American.",won three in the 1979 American.,0
514,"1 have reversed their to censor the``faggot""from the 20 old``of""by The . The initial of the caused recently as the had been played for 20 without, and resulted in many contacting the saying the was``ridiculous"". The was also ridiculed for the that it only applied to Radio 1 and not to Radio 2 or any other on the.","\"" of""does not contain the ``"".",1
515,"said, , that its first-quarter grew 32, as the's largest and athletic posted broad in and.","said that for were up 11 from a earlier, and it was optimistic about its.",1
516,", a and, aroused the and of the when he recited his smooth flowing both in and, which demonstrated his and overwhelming.",lived from 1729 to 1781.,1
517,", personal, was king of the Chinese of from 247 to 221, and then the first of a unified from 221 to 210, ruling under the.",was the first.,0
518,"Meanwhile, in an exclusive with a, the first one-on-one given to a Western since his as of earlier this, attacked the ``""to bring the of's nuclear to the by the, , and.",threatens nuclear.,1
519,"Vice-President, a principal of the, hailed's, saying,``this will be an egalitarian, a that leaves behind a, , ."", however, has acknowledged that the has provoked deep and faces vehement from many of the traditional, coming from many mixed-race in the fertile eastern which rejected the .``I am not saying there will be no more, there will be for a, I say a...but we will have built a on three: the under, , and the territorial of ,""he said . The new was rejected in four opposition-controlled: the tropical of, , and, which contain most of's natural and are responsible for most of its agricultural.",belongs to the republican.,1
520,are commanded not to take or for.,and as do.,1
521,"In's, said it planned to complete the``as soon as practicable . ''",It's unclear whether's will affect the of's initial public.,1
522,"Iranian nuclear say 54,000 would produce enough enriched to fuel a 1,000-megawatt, such as the one being built by that is near at the southern of.","54,000 would produce enough enriched to fuel a 1,000-megawatt.",0
523,"An attempted in has left famous dead . He was dropping his off in the of when he was attacked . said that three were fired through the, injuring . His were out of the at the . An injured then attempted to drive his away from the, but hit a soon after . He died at the . The that three were responsible for the.",Lucky was a reggae.,0
524,"is one of the's most well-known, and is often viewed in the same as the and.",is an.,0
525,"was also very supportive of's to become, doing whatever he can to, as he put it, to``help him from the to the . ''",assisted.,0
526,"The on the and the, stems from the's, shortly before the.","The had been attempting an, after both failed.",1
527,is married to actress and the has 2 adopted.,is married to.,0
528,"is the official of and is the of about 95 of its . The permits religious, and other major are represented . and are widely practiced.",The official of is.,0
529,"Two collided in , 4:41am local on killing at least 71 and injuring over 400, including four French . It is still not known exactly how many were on either of the . The occurred in when one of the traveling from to and collided on with a in the opposite from to Xuzhou . Both of the are reported to have been traveling at their when they collided.",is in the of.,1
530,"said, , that the cloned, allegedly born to an American, and her were going to return to the, but where they live and further were not released.",announced that and would be returning to the on.,0
531,'s new in the fell 46 in,rose 46,1
532,"An signed into by last dramatically rolled back the of in that, according to human and a on the by the for . The has not provided a of the of the to the or to other outside requesting it, citing``technical"", however, the and say that the contains numerous restricting the of, such as giving their in; requiring the's to leave the, obtain or, or to see a; and reserving the of to male.",is an of the.,1
533,"In the early, used to run a and then recite a . The first of an, , remarked that are like huge ., though, and have never seemed natural in human . Until the suffered in 2007 arguably the worst in . To describe the anguish felt, The turned to a, .``was really representing the's of ,""told in an .``There's a of hurting out there who can't express what happened . ''",is an of The.,1
534,"ambushed the 1st of military no . 2 at ,.",attacked a commercial.,1
535,"THE and of the in the has been described as``unprecedented""after late to the fell to a 117-year low . The``bleak""for next three was adding to the grim, the said . for's will be dependent almost entirely on as hold back for critical human .``The and of this, particularly over the past three, is unprecedented ,""chief said as he delivered the's latest.",The is in central.,1
536,"Once called the``of the ,""has long been the focal of the and a lively cultural.",was once popularly known as the``of the . '',0
537,"The's oldest known has been discovered in in an known appropriately as the of . The 3.3-million-year-old fossilized was uncovered in north's along the (of). The, belonging to the primitive human, is remarkable for its and, even for a spectacularly rich in of our ancient, say . The new may even trump the of the same:``,""a 3.2-million-year-old discovered nearby in 1974 that reshaped of human . (Related:``Is Missing in, Say""2006 .).",have been discovered 3.3 million ago.,1
538,The longest in was 438 by.,"The for the longest in, by a human, is 438.",0
539,"An reported, , that 68 were killed as a of the and British on and that their were held in.","The 68 killed as a of the Anglo-American of, were buried in.",0
540,The longest which the supported was 63 . The second would fly much longer and would need to be resupplied from to.,hold for longest in.,1
541,"In, the of the 2008 in showed with a 215 over the Democratic . The close than 0.0075 ―triggered an automatic which resulted in leading by 225, the total ratified by the 5 . The filed a 6 in to block the of's and from taking a in the . On 31, a three-judge hearing the ordered 400 additional be counted.",is a of the.,0
542,"The moved, to revise alarming that a pandemic from the ravaging of, could kill as many as 150 million.",The has distanced itself from a top's that a global could kill as many as 150 million.,1
543,"A had urged a to sentence, , to the maximum 15 to 30 in for stealing of of from the.","Ex-Tyco, , received 8-1/3 to 25 in, , for his in stealing of of from the.",1
544,"and, on, threw their behind the, being promoted by, in a to's Blu-ray.",invented the next.,1
545,"The has prudently taken before adopting a definite, meanwhile the has increased its and attacked the of of the's.",Social's was attacked by.,1
546,The of of and released its on the 5 fatal on's Big.,has,0
547,"was taken to, where nurse said he was treated for.",works for the.,1
548,"The recent 14 in third, accompanied by simultaneous double-digit, has hit smaller especially hard.",The of is rising.,0
549,about 75 of live in or . and are an important of.,75 live in.,1
550,"In any, the that this, a 63-year-old civilian, guided a tiny more than 100 above the and then glided it safely back to, is a for.",guided more than 100 above the.,1
551,", an and who became an after being paralyzed in a riding, died of.",had an.,0
552,"Further emerged on of the severe in the as pulled its giant off the to . The blamed the global for the, an embarrassing only eight after its were launched with the .' to make with the has raised about the large of the ordered by the . It is the's largest and has ordered 58 of the 500-seat . It operates two to, one to and one to.",has only 58.,1
553,"(), the third near the, lies of.",lies of.,0
