,sentence,label
1716,A of and a who was from his met in who was working in.,0
1717,A of who was working in and a met in who was from his.,0
1718,It and that he loved another was painfully evident that she loved him.,0
1719,That she loved him and it was painfully evident that he loved another.,0
1720,and an old who comes from kissed.,1
1721,and kissed an old who comes from.,0
1722,I gave a of a covered and a hundred from to my.,1
1723,I gave a of a covered and to my a hundred from.,0
1724,and folk a wonderful old from.,0
1725,"Sally might be pregnant, and I know a who definitely is pregnant.",1
1726,"Sally might be, and I know a who definitely is pregnant.",0
1727,"Sally might be pregnant, and I believe the that definitely is pregnant.",1
1728,"Sally might be pregnant, and I believe that definitely is pregnant.",1
1729,"Sally is tall, and may be, and is short, and definitely is ,.",0
1730,"plays the and finds for all the old which are still sung in these, and writes down all the old which are still sung in these.",1
1731,"plays the and finds for, and writes down, all the old which are still sung in these.",0
1732,They said that would pay up and he will pay up.,1
1733,"They said that was working, and he is working.",1
1734,"They said that would pay up, and pay up he did.",1
1735,"They said that would pay up, and pay up he will.",1
1736,"They said that was working, and working he is.",1
1737,"They said would pay up, and pay up I'm sure will tell you that his expect me to believe he did.",1
1738,"They said would pay up, but I know a who did pay up.",1
1739,"They said would pay up, but pay up I know a who did.",0
1740,"They said that would pay up, and pay up I believe that he did.",1
1741,"They said that wouldn't pay up, but he did go to the, and he did pay up.",1
1742,"They said that wouldn't pay up, but pay up he did go to the and he did.",1
1743,"They said that would pay up, and pay up that he did is well-known.",0
1744,"They said that would pay up, and pay up it is well-known that he did.",1
1745,"Although is handsome, I'm still going marry.",1
1746,"though is, I'm still going to marry.",1
1747,"though expects me to try to force to make agree that is, I'm still going to.",1
1748,"though I know several who are, I'm still going to marry.",0
1749,"though I believe that is, I'm still going to marry.",1
1750,"though is fair, , strong and, I'm still going to marry.",0
1751,"though that will be is likely, I'm still going to marry.",0
1752,"The more contented we pretended to be, the more we grew angry at the.",1
1753,"The more contented I laughed at the who thought that we were becoming, the more angry we grew at the.",0
1754,"The more contented the began to believe that we were going to pretend to be, the more angry we grew at the.",0
1755,"The more contented we pretended to be better and, the more angry we grew at the.",0
1756,"The more contented for us to pretend to be became possible, the more angry we grew at the.",0
1757,I have some to grade.,1
1758,I have some to announce that I've got to grade.,0
1759,I have some to try to finish.,1
1760,I have getting into to consider.,1
1761,I have some to grade these and.,0
1762,I have some to play the and.,0
1763,I have's to grade.,0
1764,is taller than I imagine would ever guess that had begun expecting to announce that he was.,1
1765,The was longer than the was.,1
1766,The was longer than the was long.,1
1767,Willy is taller than I know a who is.,0
1768,is taller than I believe that is.,1
1769,Willy is taller than is strong and.,0
1770,drank more than ate and.,0
1771,Willy is taller than that is is generally believed.,0
1772,is taller than it is generally believed that is.,1
1773,Willy is taller than by 7.,1
1774,The which generously gave's increased his yearly by five.,1
1775,The outran the by so much that he forgot the was even in the any more.,1
1776,Who knew would overthrow by that much?,1
1777,Willy is taller than by that much.,1
1778,is taller than by that much.,1
1779,Willy is taller than by as much as is taller than the.,1
1780,Willy is taller than by more than is taller than.,1
1781,Willy is taller than by as much as seems to expect me to admit to having publicly proclaimed that I believed.,1
1782,Willy is taller than by as much as I know a who thinks that is taller than.,0
1783,Willy is taller than by as much a believes that is taller than.,1
1784,Willy is taller than by as much as I watch all the and I know is taller than.,0
1785,Willy is taller than by as much as that is taller than is believed.,0
1786,Willy is taller than by as much as it is believed that is taller than.,1
1787,The was too heavy for me to pick up.,1
1788,This is too heavy for me to begin to decide about helping to try to pick it up.,1
1789,This is too heavy for me to begin to decide about helping to try to pick up.,0
1790,This is too heavy for us to try to claim that we picked up.,0
1791,is a little too peppy for me to want to try mixing it and in a.,1
1792,is a little too peppy for me to want to try and in a.,0
1793,That of is too big for for him to be able to pick up with a to be likely.,0
1794,That of is too big for it to be likely for him to be able to pick up with a.,0
1795,is too thin for me to be able to squeeze into his.,1
1796,is too thin for me to be able to squeeze into.,0
1797,This is light enough for to pick it up.,1
1798,This is light enough for to pick up.,1
1799,The are ready for you to put on.,1
1800,The are ready for you to go about beginning to put them on.,1
1801,The are ready for you to announce that you will put them on.,1
1802,The are ready for you to announce that you will put on.,0
1803,The are ready for you to try them and the on.,1
1804,The are ready for you to try and the on.,0
1805,is ready for you to inspect his.,1
1806,is ready for you to inspect.,0
1807,The are ready for it to be planned for you to put on.,0
1808,It is tough to play on this.,1
1809,are difficult to play on this.,1
1810,are easy to play on this.,1
1811,are tough to play on this.,1
1812,This is easy to play on.,1
1813,This is tough to play on.,1
1814,I made easy to get along with.,1
1815,I made it easy to get along with.,1
1816,tries to be easy to get along with.,1
1817,tried to play.,0
1818,tried for to play.,0
1819,would be easy for for you to chat with in to become expensive.,0
1820,would be easy for it to become expensive for you to chat with in.,0
1821,"My, he's Armenian, and my, she's Greek.",1
1822,"If my, he comes late, my always grills him.",0
1823,"It started to rain after and me, we had finally gotten to our.",0
1824,"I acknowledged that my, he was tight as an.",0
1825,"I said that my, he was tight as an.",1
1826,That beans he likes is now obvious.,0
1827,I'm going to write to the if more than one my brings back.,0
1828,I don't know the who the gave to.,0
1829,I don't know the the who gave to.,0
1830,That informers they never use is claimed by the.,0
1831,"My, I hardly ever see him and my when they're not glaring at each other.",1
1832,"This, I've sung and accompanied myself on it all my.",1
1833,"My, that he's lived here all his is well-known to the.",1
1834,"My, stole her last.",1
1835,"They spoke to the about that, the.",1
1836,"The spoke to him about that, the.",1
1837,"The spoke to the about it, that.",1
1838,"That they spoke to the about that, the, is terrible.",1
1839,"That the spoke to the about it, that, is terrible.",1
1840,"That they spoke to the about that is terrible, the.",0
1841,"They let him go, he.",0
1842,"They let him go, him.",0
1843,"I like, I.",0
1844,"I like, me.",0
1845,"We'll go together, us.",0
1846,"They can't stand each other, they.",0
1847,"They can't stand each other, them.",0
1848,"We'll do it together, you and I.",1
1849,"We'll do it together, you and me.",1
1850,"They can't stand each other, he and she.",1
1851,"They can't stand each other, him and her.",1
1852,"He, they let him go.",0
1853,", they let him go.",1
1854,"I, I like.",0
1855,", I like.",1
1856,"We, we'll go together.",0
1857,", we'll go together.",1
1858,"They, they can't stand each other.",0
1859,", they can't stand each other.",1
1860,I saw and downtown your from.,0
1861,"I saw and him downtown, your from.",1
1862,I noticed in the last your from.,0
1863,"I noticed his in the last, your from.",1
1864,I spoke to about the that who's always following us.,0
1865,"I spoke to him about the, that who's always following us.",1
1866,I just saw that who's that he was a Martian made all the.,1
1867,All the who the which they submitted were lousy I'm not going to allow to register next.,1
1868,n't that who the and him had seen a flying up?,1
1869,is a who for for him to stay in would be stupid.,1
1870,King is a which you'll laugh yourself sick if you see it.,1
1871,", who is the of us all, got the in seven.",1
1872,", and he is the of us all, got the in seven.",1
1873,"Any, who wears, is a.",0
1874,"No, who wears, is a.",0
1875,"Every, who wears, is a.",0
1876,"Any, and he wears, is a.",0
1877,"No, and he wears, is a.",0
1878,"Is even, who is wearing, a?",1
1879,are behind that.,1
1880,There are seven behind that.,1
1881,That has seven behind it.,1
1882,There will be a in's.,1
1883,There will be the in's.,0
1884,will have a in his.,1
1885,That has seven behind itself.,0
1886,That has seven behind the.,0
1887,'s will have a in it.,1
1888,There is a in's 's upper.,0
1889,'s's upper has a.,0
1890,'s has a in its upper.,1
1891,has a in his's upper.,0
1892,has a in the upper of his.,1
1893,There are seven in the and.,1
1894,The has seven in it and the.,0
1895,There is a on the of's 's.,1
1896,has a on the of his's.,0
1897,'s has a on the of her.,1
1898,There is a in the which bought in.,1
1899,There was an in the presented.,1
1900,There was a behind the was sitting in.,1
1901,had an in the he presented.,1
1902,had an in the presented.,0
1903,had a behind the was sitting in.,1
1904,had a behind the he was sitting in.,1
1905,There was a yellow on the which the injured.,1
1906,There was a behind the the was sitting in.,1
1907,The had a yellow on the which it injured.,0
1908,That has a in the which it is holding down.,0
1909,The had a behind the which it was sitting in.,0
1910,There were several hundred yelling for me to put down gently.,1
1911,The hot which there were several hundred yelling for me to put down gently turned out to have been filled with.,1
1912,The hot had several hundred yelling for me to put it down gently.,0
1913,and danced.,1
1914,danced with.,1
1915,and danced.,0
1916,And danced.,0
1917,It bothers me for her to wear that old.,1
1918,The only for whom it bothers me to wear that old is.,0
1919,The only who it bothers me to wear that old is.,0
1920,I would prefer it for there to be no talking.,1
1921,He gave my to that.,1
1922,He gave that my.,1
1923,did he give my to?,1
1924,did he give my?,0
1925,My were given to that by him.,1
1926,confirmed that has eaten the.,1
1927,alleged that had eaten the.,1
1928,alleged that has eaten the.,1
1929,What did confirm that had eaten?,0
1930,What did allege that had eaten?,1
1931,didn't confirm that had eaten.,0
1932,didn't report the that had left.,0
1933,didn't report that had left.,1
1934,who ever swears at me better watch his.,1
1935,I want all the who have ever tried to pat to show me their.,1
1936,Only the who has ever robbed don't carry.,0
1937,The only who has ever robbed don't carry.,1
1938,I can't remember the of who had any.,0
1939,I can't remember the of who had any.,1
1940,"who has ever, worked in any which contained any which had ever been used to type any which had to be signed by any who ever worked in any like will know what I mean.",1
1941,No who ever goes to ever has enough.,1
1942,Every who ever goes to ever has enough.,0
1943,I didn't eat the and any.,0
1944,I realized that it had rained and some had been destroyed.,1
1945,I didn't realize that it had rained and some had been destroyed.,1
1946,I didn't eat any or any.,1
1947,I didn't eat any and any.,0
1948,I didn't eat the or any ice.,0
1949,I didn't eat any or's.,0
1950,I didn't eat any or the.,0
1951,and met in.,1
1952,met in.,1
1953,Few and any in.,0
1954,Few meet any in.,1
1955,My and few meet in.,0
1956,My few in.,1
1957,"No, and no, speaks clearly.",1
1958,"No, nor any, speaks clearly.",1
1959,understands and himself.,0
1960,understands himself and.,0
1961,and washed himself.,0
1962,pinched and tickled herself.,0
1963,The and a of itself lay on the.,0
1964,believes that and he are similar.,1
1965,believes and him to be similar.,1
1966,believes and himself to be similar.,0
1967,I deny that that has any is certain.,0
1968,I deny that it is certain that has any.,1
1969,I deny that that has some is certain.,0
1970,will not force you to marry any.,1
1971,will force you to marry no.,1
1972,The of any of the didn't know the.,0
1973,The of of the.,1
1974,"will force you to marry no, and neither will I.",1
1975,It is not certain that you'll marry any.,1
1976,It is not certain that you'll marry any particular.,1
1977,It is certain that you'll marry no.,1
1978,That you will marry any particular is not certain.,1
1979,The who I gave a of was bald.,1
1980,The who I gave this of was bald.,0
1981,The who I gave's of was bald.,0
1982,I gave a of.,1
1983,I gave's of.,0
1984,I didn't give a of.,1
1985,I didn't give this of.,0
1986,I hope I'm not treading on's.,1
1987,admitted that the pen had been written by my and him.,1
1988,admitted that the pen had been written by my and himself.,1
1989,That the was out is obvious.,1
1990,That ever left at all is not known.,1
1991,That ever left at all is not certain.,1
1992,That ever left at all is impossible.,1
1993,That ever left at all is me.,1
1994,", what cooked still tastes good.",1
1995,", what cooked still tastes good, so tonight, what cooked will be eaten up.",1
1996,", what cooked still tastes good, so tonight it will be eaten up.",1
1997,gave an.,1
1998,threw the to.,1
1999,threw the.,1
2000,The gave a.,1
2001,The gave a to.,0
2002,threw the from to third.,1
2003,kicked the from to third.,1
2004,I sent the from my at the to my in the.,1
2005,I shipped the from my at the to my in the.,1
2006,threw the under the.,1
2007,threw the behind the.,1
2008,threw the over the.,1
2009,kicked the under the.,1
2010,kicked the behind the.,1
2011,kicked the over the.,1
2012,threw the off the.,1
2013,threw the out the.,1
2014,kicked the out the.,1
2015,sent the off the.,0
2016,sent the out of the.,0
2017,shipped the off the.,0
2018,shipped the out of the.,0
2019,sent the at.,0
2020,sent the towards.,0
2021,shipped the at.,0
2022,shipped the towards.,0
2023,is curious as to why her sent her a to to return at once.,1
2024,Where did you give the?,0
2025,Where did you throw the? To third.,1
2026,Where did you send the? To.,1
2027,I gave the to.,1
2028,I gave the to.,0
2029,I sent the to.,1
2030,I threw the to.,1
2031,I threw the to the other of the.,1
2032,gave the to.,0
2033,gave the all the to.,0
2034,threw the all the to.,1
2035,threw the to.,1
2036,kicked the all the to.,1
2037,kicked the to.,1
2038,I sent the all the around the.,1
2039,I sent the to the.,1
2040,I shipped the around the.,1
2041,I shipped the all the around the.,1
2042,I shipped the to the.,1
2043,gave the under.,0
2044,gave the behind.,0
2045,gave the over.,0
2046,Fred offered the under.,0
2047,Fred offered the over.,0
2048,gave the off the.,0
2049,offered the off the.,0
2050,gave the at.,0
2051,gave the.,0
2052,offered the at.,0
2053,offered the.,0
2054,Give a fresh of to the front.,1
2055,"One of the Jewish is a spunky, who gave a black to the with the German before the of the.",1
2056,The has a fresh of.,1
2057,The has a black.,1
2058,I promise a good to all who come.,1
2059,All who come will have a good.,1
2060,He died from.,1
2061,The melted into.,1
2062,The melted to ice.,1
2063,A hefty of came to him from his.,1
2064,The close with the put the of in him.,1
2065,She fell in.,1
2066,She fell into a.,1
2067,She fell into a.,1
2068,To whom did you give the?,1
2069,To whom did you throw the?,1
2070,Where did you throw the?,1
2071,To whom did you send the?,1
2072,Where did you send the?,1
2073,threw the to the first.,1
2074,threw the first the.,1
2075,threw the first the.,0
2076,envied his good.,1
2077,envied his good to.,0
2078,No can forgive you that.,1
2079,The my a.,1
2080,taught.,1
2081,taught to.,1
2082,"I threw the to, but it fell short of him.",1
2083,"offered the, but they refused his.",1
2084,"offered to the, but they refused his.",1
2085,"promised her old to, but then gave it to her instead.",1
2086,"I taught them for an entire, but they don't seem to have learned.",1
2087,"I read him the, but when I looked up, he was gone.",1
2088,I throw you a and you giggle.,1
2089,"I kicked him the, but the blew it.",1
2090,"I threw the, but she was looking at the flying overhead and didn't even notice.",1
2091,"I threw the to, but she was looking at the flying overhead and didn't even notice.",1
2092,"shipped a, but it never arrived.",1
2093,"sent a, but it never arrived.",1
2094,"The read the' to them, but not a single was paying.",1
2095,"I wrote a to, but I tore it up before I sent it.",1
2096,"The read the their, but not a single was paying.",1
2097,"I wrote a, but I tore it up before I sent it.",1
2098,"copied the, but she didn't finish it.",1
2099,read the for an.,1
2100,read the in an.,1
2101,I lent the to.,0
2102,I lent the all the to.,0
2103,I lent the most of the to.,0
2104,I lent Tony the.,0
2105,I lent Tony the.,0
2106,I lent Tony the all the.,0
2107,I lent Tony the most of the.,0
2108,arrived partway at the.,0
2109,arrived all the at the.,0
2110,arrived most of the at the.,0
2111,The old died.,0
2112,The old died.,0
2113,The old died all the.,0
2114,"taught the the, but only got as far as the ``"".",1
2115,"read the, but they fell asleep before she got to the.",1
2116,Interviewing gave a.,1
2117,'s gave an for a.,1
2118,'s gave an for a to every in in the 1970s.,1
2119,We gave a fresh of to the.,1
2120,"The five ``""gave a festive to.",1
2121,still can give a of his to the.,1
2122,I sent the to the.,1
2123,I sent the the.,0
2124,'s gave an for a to every in.,1
2125,The a festive to the.,1
2126,It is very difficult to get an for a simply from an.,1
2127,"It is unreadable, guaranteed to give a to who looks hard at the small.",1
2128,"\"" Doing my""gives a to 22 of surveyed for, which makes.",1
2129,says that he has done more than simply give a fresh of to the.,1
2130,I think it's you give your lovely to else!,1
2131,sprayed the with.,1
2132,The loaded into the.,1
2133,covered a over the.,0
2134,covered the with a.,1
2135,poured lemonade into the.,1
2136,poured the with.,0
2137,The dumped into the.,1
2138,The broke.,1
2139,The little broke the.,1
2140,A appeared out of the's.,1
2141,The appeared a out of his.,0
2142,carved a out of for the.,1
2143,carved some into a for the.,1
2144,carved the some into a.,0
2145,cut the.,1
2146,broke the.,1
2147,touched the.,1
2148,hit the.,1
2149,Crystal break easily.,1
2150,touch easily.,0
2151,hit easily.,0
2152,Margaret at the.,1
2153,broke at the.,0
2154,touched at the.,0
2155,hit at the.,1
2156,cut's.,1
2157,cut on the.,1
2158,broke's.,1
2159,touched's.,1
2160,touched on the.,1
2161,hit's.,1
2162,hit on the.,1
2163,moved the.,1
2164,Jean moved at the.,0
2165,cut the.,1
2166,The.,0
2167,The touched.,0
2168,The.,0
2169,a The cuts the.,1
2170,The easily.,1
2171,broke the.,1
2172,Crystal at the slightest.,1
2173,adores French.,1
2174,French adore easily.,0
2175,knew the.,1
2176,The knows easily.,0
2177,pounded the.,1
2178,pounded the.,1
2179,This won't flat.,1
2180,The broke.,1
2181,They gave the to me.,1
2182,The gave to me.,0
2183,The.,0
2184,The appeared a from his.,0
2185,jumped the over the.,1
2186,The jumped over the.,1
2187,The ran the through the.,1
2188,The ran through the.,1
2189,The.,1
2190,They stood the on the.,1
2191,The stood on the.,1
2192,The lodged the in the.,1
2193,radiates from the.,1
2194,The radiates.,1
2195,The waved at the.,1
2196,craned.,0
2197,I shaved my.,1
2198,I shaved.,1
2199,braided her.,1
2200,braided.,0
2201,sprained.,0
2202,dressed hurriedly.,1
2203,I shaved myself.,0
2204,brushed.,0
2205,cut herself.,1
2206,.,0
2207,We loaded ourselves onto the.,1
2208,We loaded onto the.,1
2209,We pulled ourselves free.,1
2210,met.,1
2211,and met.,1
2212,chatted.,0
2213,and chatted.,1
2214,The hugged the.,1
2215,The and the hugged.,0
2216,.,1
2217,and.,1
2218,argued.,0
2219,and argued.,1
2220,The warned us against skating on the.,1
2221,The warned against skating on the.,1
2222,for of the same in.,1
2223,That dog bites.,1
2224,That bites.,1
2225,I cut the with this.,1
2226,This cut the.,1
2227,This doesn't cut.,1
2228,These clip well.,1
2229,This well.,1
2230,This oven cooks well.,1
2231,"This softens, , and.",1
2232,"This polish, , and.",1
2233,This won't open.,0
2234,This won't open the.,1
2235,This won't break.,0
2236,This won't break the.,1
2237,They pushed their through the.,1
2238,They pushed through the.,1
2239,for 30.,1
2240,Like the.,0
2241,Like after tasting.,0
2242,hit the.,1
2243,at the.,1
2244,sprayed the.,1
2245,broke at the.,0
2246,I pushed the.,1
2247,I pushed at the.,1
2248,I pushed on the.,1
2249,I pushed against the.,1
2250,The nibbled the.,1
2251,The nibbled at the.,1
2252,The nibbled on the.,1
2253,moved at the.,0
2254,climbed up the.,1
2255,climbed the.,1
2256,They skated along the.,1
2257,They skated the.,1
2258,The revolves around the.,1
2259,The revolves the.,0
2260,slowly descended the.,1
2261,met.,1
2262,embraced.,1
2263,sold a.,1
2264,sent a.,1
2265,sent a.,1
2266,sent a.,0
2267,carved a for the.,1
2268,carved the a.,1
2269,The selected a for the.,1
2270,sprayed on the.,1
2271,sprayed the with.,1
2272,covered the over the.,0
2273,covered the with a.,1
2274,poured the with.,0
2275,cleared from the.,1
2276,cleared the of.,1
2277,The stole the from the.,1
2278,The stole the of the.,0
2279,The cured of.,1
2280,wiped the.,1
2281,wiped the of.,0
2282,are swarming in the.,1
2283,The is swarming with.,1
2284,are seething in the.,0
2285,The is herding with.,0
2286,cleared from the.,1
2287,The cleared.,1
2288,carved the of into a.,1
2289,constructed a out of.,1
2290,constructed a from.,1
2291,constructed the into a.,0
2292,I whipped the into a.,1
2293,The turned him into a.,1
2294,The turned him from a.,0
2295,An will grow from that.,1
2296,The turned him from a into a.,1
2297,carved the of from a into a.,0
2298,I whipped the from a into a.,0
2299,He turned from a into a.,1
2300,That acorn will grow from a into an oak.,0
2301,The collided with the.,1
2302,I separated the from the white.,1
2303,I separated the and the white.,1
2304,I mixed the and the.,1
2305,I confused with.,1
2306,I confused and.,1
2307,taped the to the.,1
2308,taped the and the.,0
2309,alternated folk with pop.,1
2310,alternated folk and pop together.,0
2311,I broke the and the apart.,1
2312,I detached the and the apart.,0
2313,agreed with.,1
2314,and agreed.,1
2315,The separated from the.,1
2316,The and separated.,1
2317,married with.,0
2318,and married.,1
2319,The broke off of the.,1
2320,The and the broke.,0
2321,The and the mixed together.,1
2322,and alternate together.,0
2323,The and the broke apart.,1
2324,The and the white separated.,0
2325,The presented the with a.,1
2326,The offered a to the.,1
2327,The offered the with a.,0
2328,The saddled a to the.,0
2329,The saddled the with a.,1
2330,The inscribed the on the.,1
2331,The inscribed the with the.,1
2332,The copied the on the.,1
2333,The copied the with the.,0
2334,The decorated the on the.,0
2335,The decorated the with the.,1
2336,hit the with the.,1
2337,swatted the with the.,1
2338,pierced the with a.,1
2339,hit the with the.,1
2340,blamed the on.,1
2341,blamed for the.,1
2342,condemned the on.,0
2343,hunted the for.,1
2344,hunted for in the.,1
2345,hunted in the.,1
2346,searched the for a.,1
2347,searched for a in the.,1
2348,searched a in the.,0
2349,I stalked the for.,1
2350,I stalked for in the.,0
2351,I stalked in the.,1
2352,We investigated for in the.,0
2353,We investigated in the.,0
2354,We rummaged the for.,0
2355,We rummaged through the for.,1
2356,We rummaged through the.,0
2357,I sought the for.,0
2358,I sought for in the.,0
2359,touched the on the.,1
2360,touched the's.,1
2361,The kicked in the.,1
2362,The kicked's.,1
2363,poked in the.,1
2364,poked's.,1
2365,The broke in the.,0
2366,The broke's.,1
2367,The in the.,0
2368,The's.,1
2369,They praised the'.,1
2370,They praised the for their.,1
2371,I admired him for his.,1
2372,The analyzed the's.,1
2373,The analyzed the for its.,1
2374,I sensed him for his.,0
2375,I admired his.,1
2376,I admired the in him.,1
2377,I admired him for his.,1
2378,I sensed the in him.,1
2379,They praise the in the.,0
2380,terrified me with his single.,1
2381,'s single terrified me.,1
2382,The amused the with his.,1
2383,The's amused the.,1
2384,fell in.,1
2385,The of fell.,1
2386,The appointed.,1
2387,The appointed as.,1
2388,characterized a.,0
2389,characterized as a.,1
2390,The named the as.,0
2391,The saw the of a new in 1492.,1
2392,1492 saw the of a new.,1
2393,I dried the in the.,1
2394,The dried the.,1
2395,broke the with a.,1
2396,The ate the.,0
2397,The loaded the.,1
2398,The loaded the.,0
2399,He established his with the.,1
2400,The established his.,1
2401,I filled the with.,1
2402,filled the.,1
2403,We sleep five in each.,1
2404,Each sleeps five.,1
2405,I incorporated the new into the.,1
2406,The incorporates the new.,1
2407,That whole wonderful.,1
2408,Those new constructed a.,0
2409,I bought you a for $5.,1
2410,$ 5 will buy a.,1
2411,$ 5 will buy you a.,1
2412,"The will build a for $100,000.",1
2413,"The will build you a for $100,000.",1
2414,"$ 100,000 will build you a.",1
2415,"$ 100,000 will build a.",1
2416,The middle will benefit from the new.,1
2417,The new will benefit the middle.,1
2418,The middle will gain from the new.,1
2419,The new will gain the middle.,0
2420,The cuts the.,1
2421,The polished the.,1
2422,This polishes itself.,1
2423,The watched the.,1
2424,This just watches itself.,0
2425,This just opens itself.,1
2426,The melted the.,1
2427,This just melts itself.,0
2428,This just sells itself.,1
2429,I presented a to the.,1
2430,A to the presented itself.,1
2431,The sliced the.,1
2432,The were sliced by the.,1
2433,believed the to be round.,1
2434,believed that the was.,1
2435,It was believed that the was.,1
2436,The kept on the.,1
2437,were kept on the.,1
2438,The lax was taken of.,1
2439,This was slept in by.,1
2440,was slept on by.,0
2441,The was appeared on by a.,0
2442,The remained stuffed with.,1
2443,A is on the.,1
2444,There is a on the.,1
2445,A.,1
2446,There developed a.,1
2447,A appeared on the.,1
2448,There appeared a on the.,1
2449,There appeared the on the.,0
2450,A little darted into the.,1
2451,There darted into the a little.,1
2452,A little ran in the.,1
2453,There ran a little in the.,0
2454,An ancient was found in this.,1
2455,There was found in this cave an ancient.,1
2456,Suddenly an ugly old entered the.,1
2457,Suddenly there entered the an ugly old.,1
2458,A of melted on the of.,1
2459,There melted a of on the of.,0
2460,On the is a.,1
2461,In the lives an old.,1
2462,A jumped onto the.,1
2463,A jumped on the.,1
2464,On the jumped a.,0
2465,A in the.,1
2466,In the sang a.,1
2467,In this was found an ancient.,1
2468,A violent took in the main.,1
2469,On the of melted a of.,0
2470,smiled.,1
2471,.,1
2472,sang a.,1
2473,sang a.,1
2474,sang an.,1
2475,sang a.,1
2476,sang the.,1
2477,Heather snorted.,1
2478,Kelly buttered the.,1
2479,Kelly buttered the with.,0
2480,Kelly buttered the with unsalted.,1
2481,taped the with two-sided.,1
2482,The were able to mine more.,1
2483,pocketed the in her.,0
2484,The boned the of.,0
2485,The boned the of its.,0
2486,smiled her.,1
2487,beamed.,1
2488,A cheerful was beamed by.,0
2489,She mumbled.,1
2490,She mumbled her.,1
2491,They shopped their around.,1
2492,He worked his through the.,1
2493,She stipulated her out of the.,1
2494,The pushed his through the.,1
2495,The cut their through the.,1
2496,The came their to the.,0
2497,The bloomed its to a.,0
2498,They disappeared their off the.,0
2499,The pounded the flat.,1
2500,The pounded on the flat.,0
2501,hammered the flat.,1
2502,pushed the open.,1
2503,The drank the.,1
2504,burned the stove black.,1
2505,walked the off her.,1
2506,cried herself to sleep.,1
2507,The solid.,1
2508,The slid.,1
2509,The was hammered flat.,1
2510,The was pushed open.,1
2511,cried her.,1
2512,The smelled the.,0
2513,The hated the angry.,0
2514,arrived.,0
2515,brought.,0
2516,This includes my on itself.,0
2517,pulled the over herself.,1
2518,pulled the over her.,1
2519,The rumbled.,1
2520,The rumbled into the.,1
2521,to the.,1
2522,The waltzed to the.,1
2523,The wobbled down the.,1
2524,pushed the to the.,1
2525,It is rumored that he left.,1
2526,They rumor that he left.,0
2527,The perjured his.,0
2528,craned her.,1
2529,craned his.,0
2530,craned her.,0
2531,They've got it made.,1
2532,The.,1
2533,The.,0
2534,The wouldn't budge.,1
2535,Would the if you pushed?,1
2536,The budged.,0
2537,I put the to.,0
2538,I put the from.,0
2539,I put the from to.,0
2540,I put on the.,1
2541,I put the with the.,0
2542,I put the with.,0
2543,I put the on the.,1
2544,The put on the table easily.,0
2545,The put on the.,0
2546,I put on the.,0
2547,stood the next to the.,1
2548,stood the on the.,1
2549,stood the from.,0
2550,stood the from to.,0
2551,stood the with.,0
2552,stood the with the.,0
2553,stood the tall on the.,1
2554,Tall stand on easily.,0
2555,stood the on the.,1
2556,The stood on the.,1
2557,stood on the.,0
2558,I funneled the into the.,1
2559,I funneled the to.,0
2560,I funneled the from to.,0
2561,I funneled the with the.,0
2562,The easily.,0
2563,The.,0
2564,I funneled the.,0
2565,I funneled into the.,0
2566,I lifted the.,1
2567,I lifted the onto the.,1
2568,I lifted the onto the of the.,1
2569,I lifted the from the to the.,1
2570,I lifted the onto the.,1
2571,I lifted the with the.,0
2572,I lifted the to him.,1
2573,I lifted the up to him.,1
2574,I lifted him up the.,0
2575,I lifted onto the.,0
2576,poured into the.,1
2577,poured over the.,1
2578,poured out of the.,1
2579,poured at into the.,0
2580,poured onto the.,1
2581,easily onto the.,0
2582,poured onto the.,1
2583,coiled the around the.,1
2584,coiled the with the.,0
2585,coiled at the around the.,0
2586,The coiled around the.,1
2587,That of easily around the.,1
2588,coiled around the.,0
2589,loaded onto the.,1
2590,loaded into the.,1
2591,sprayed onto the.,1
2592,sprayed under the.,1
2593,sprayed over the.,1
2594,sprayed on the.,1
2595,sprayed on the.,1
2596,sprayed the with.,1
2597,The sprayed with.,0
2598,squirted at me.,1
2599,sprayed at me.,1
2600,splashed at me.,1
2601,loaded at the.,0
2602,stuffed at the.,0
2603,staffed the with.,1
2604,staffed in the.,0
2605,The with.,0
2606,The staffed the.,1
2607,swaddled the with.,1
2608,buttered the.,1
2609,buttered unsalted on the.,0
2610,buttered the with unsalted.,1
2611,buttered at the with unsalted.,0
2612,The buttered with unsalted.,0
2613,The buttered.,0
2614,pocketed the.,1
2615,pocketed her with the.,0
2616,The pocketed.,0
2617,removed the from the.,1
2618,removed the from around the.,1
2619,removed the out of the.,0
2620,removed the to nowhere.,0
2621,removed the of.,0
2622,removed at the from the.,0
2623,The removed from the.,0
2624,The banished the general from the.,1
2625,The banished the general to a.,1
2626,The banished the general from the to a.,0
2627,The banished at the general from the.,0
2628,The general banished from the.,0
2629,cleared the from under the.,1
2630,cleared the.,1
2631,cleared at the of.,0
2632,cleared at the.,0
2633,The strong cleared the.,1
2634,The strong slowly cleared the from the.,1
2635,wiped the from the.,1
2636,wiped the from inside the.,1
2637,wiped the from under the.,1
2638,wiped the from outside the.,1
2639,wiped the of.,0
2640,wiped the.,1
2641,trimmed the.,1
2642,was wiping the.,1
2643,was wiping.,1
2644,was wiping the behind the.,1
2645,shoveled the from the.,1
2646,shoveled the from under the.,1
2647,shoveled the from among the.,1
2648,shoveled the from near the.,1
2649,shoveled the of.,0
